id,time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),city,snowfall,precipitation,rain_sum (mm),class
11253,2020-07-31 00:00:00,31.8,24.0,38.4,29.3,2020-07-31 18:01:30,2020-08-01 06:23:33,7.0,21.2,162.11061,13.27,T,,,14.400001,Hujan Sedang
11254,2020-08-01 00:00:00,31.6,25.1,39.3,31.5,2020-08-01 18:01:33,2020-08-02 06:23:22,5.3,18.7,160.01675,13.6,T,,,12.499999,Hujan Sedang
11255,2020-08-02 00:00:00,32.5,23.6,39.5,28.8,2020-08-02 18:01:35,2020-08-03 06:23:10,8.3,25.6,175.55885,13.06,T,,,24.4,Hujan Sedang
11256,2020-08-03 00:00:00,32.9,24.2,40.2,29.3,2020-08-03 18:01:37,2020-08-04 06:22:58,7.2,21.6,175.03033,13.01,T,,,19.0,Hujan Sedang
11257,2020-08-04 00:00:00,29.7,24.0,37.6,29.5,2020-08-04 18:01:39,2020-08-05 06:22:44,8.2,20.2,188.17432,9.74,T,,,2.3,Hujan Ringan
11258,2020-08-05 00:00:00,32.0,23.5,40.3,28.2,2020-08-05 18:01:39,2020-08-06 06:22:30,9.1,24.5,161.09148,9.28,T,,,90.0,Hujan Sangat Lebat
11259,2020-08-06 00:00:00,28.5,23.9,35.8,29.3,2020-08-06 18:01:40,2020-08-07 06:22:15,8.6,22.0,173.77426,4.74,T,,,42.2,Hujan Lebat
11260,2020-08-07 00:00:00,29.7,24.0,36.5,29.3,2020-08-07 18:01:40,2020-08-08 06:22:00,5.6,19.1,149.9817,10.72,T,,,8.500001,Hujan Ringan
11261,2020-08-08 00:00:00,32.6,24.4,39.4,29.6,2020-08-08 18:01:39,2020-08-09 06:21:43,9.1,18.7,162.41438,13.01,T,,,1.3000001,Hujan Ringan
11262,2020-08-09 00:00:00,33.2,23.6,40.4,28.7,2020-08-09 18:01:38,2020-08-10 06:21:27,8.8,19.8,173.16507,9.91,T,,,142.3,Hujan Sangat Lebat
11263,2020-08-10 00:00:00,28.2,24.9,35.1,30.9,2020-08-10 18:01:37,2020-08-11 06:21:09,10.8,23.4,157.71739,4.19,T,,,27.700003,Hujan Sedang
11264,2020-08-11 00:00:00,30.9,25.1,37.3,31.0,2020-08-11 18:01:35,2020-08-12 06:20:51,7.9,22.3,169.34866,8.52,T,,,33.4,Hujan Lebat
11265,2020-08-12 00:00:00,28.8,23.8,35.8,28.7,2020-08-12 18:01:32,2020-08-13 06:20:32,7.1,20.5,161.04762,4.93,T,,,20.2,Hujan Sedang
11266,2020-08-13 00:00:00,33.0,24.2,41.4,29.2,2020-08-13 18:01:29,2020-08-14 06:20:13,8.7,21.2,132.73947,6.21,T,,,144.70001,Hujan Sangat Lebat
11267,2020-08-14 00:00:00,29.1,23.8,36.2,28.6,2020-08-14 18:01:26,2020-08-15 06:19:53,10.5,24.1,183.14107,3.84,T,,,67.4,Hujan Sangat Lebat
11268,2020-08-15 00:00:00,28.9,23.5,34.9,28.5,2020-08-15 18:01:23,2020-08-16 06:19:33,11.5,21.6,162.48653,4.52,T,,,21.7,Hujan Sedang
11269,2020-08-16 00:00:00,29.5,23.3,37.5,28.1,2020-08-16 18:01:19,2020-08-17 06:19:12,6.0,17.6,173.0998,5.09,T,,,6.6999993,Hujan Ringan
11270,2020-08-17 00:00:00,29.2,23.9,35.9,28.9,2020-08-17 18:01:14,2020-08-18 06:18:51,6.0,17.3,178.15982,8.52,T,,,22.700003,Hujan Sedang
11271,2020-08-18 00:00:00,30.6,23.8,36.6,29.2,2020-08-18 18:01:10,2020-08-19 06:18:29,9.7,17.6,177.90796,9.29,T,,,15.9,Hujan Sedang
11272,2020-08-19 00:00:00,29.6,23.9,35.5,28.2,2020-08-19 18:01:05,2020-08-20 06:18:07,12.6,27.7,176.0354,5.66,T,,,72.99999,Hujan Sangat Lebat
11273,2020-08-20 00:00:00,28.8,23.1,34.6,27.7,2020-08-20 18:01:00,2020-08-21 06:17:45,9.7,25.6,192.31302,11.2,T,,,1.2000002,Hujan Ringan
11274,2020-08-21 00:00:00,31.8,24.0,38.8,29.1,2020-08-21 18:00:54,2020-08-22 06:17:22,7.0,18.4,172.21904,9.87,T,,,90.99999,Hujan Sangat Lebat
11275,2020-08-22 00:00:00,27.2,23.1,33.3,27.9,2020-08-22 18:00:48,2020-08-23 06:16:59,7.0,18.4,170.46342,6.33,T,,,11.3,Hujan Sedang
11276,2020-08-23 00:00:00,29.4,23.1,37.1,28.0,2020-08-23 18:00:41,2020-08-24 06:16:34,5.5,18.4,191.2522,8.93,T,,,1.2,Hujan Ringan
11277,2020-08-24 00:00:00,32.6,23.8,39.2,28.4,2020-08-24 18:00:33,2020-08-25 06:16:09,7.0,22.0,206.56499,14.27,T,,,11.6,Hujan Sedang
11278,2020-08-25 00:00:00,32.1,23.8,38.9,28.3,2020-08-25 18:00:25,2020-08-26 06:15:43,10.7,28.8,192.62944,10.29,T,,,83.6,Hujan Sangat Lebat
11279,2020-08-26 00:00:00,28.0,22.7,33.5,27.2,2020-08-26 18:00:17,2020-08-27 06:15:17,8.0,22.0,181.9945,9.41,T,,,4.9,Hujan Ringan
11280,2020-08-27 00:00:00,30.6,23.1,36.1,27.7,2020-08-27 18:00:08,2020-08-28 06:14:50,3.9,15.5,62.5925,9.49,T,,,1.2,Hujan Ringan
11281,2020-08-28 00:00:00,30.0,23.8,35.7,28.4,2020-08-28 17:59:58,2020-08-29 06:14:23,7.6,19.1,117.71073,11.02,T,,,3.8999999,Hujan Ringan
11282,2020-08-29 00:00:00,30.2,23.7,37.2,28.3,2020-08-29 17:59:49,2020-08-30 06:13:55,10.9,21.6,156.5976,7.1,T,,,91.2,Hujan Sangat Lebat
11283,2020-08-30 00:00:00,29.0,22.5,36.2,26.4,2020-08-30 17:59:39,2020-08-31 06:13:27,10.7,23.4,190.66972,9.9,T,,,25.8,Hujan Sedang
11284,2020-08-31 00:00:00,32.9,22.8,38.9,27.4,2020-08-31 17:59:29,2020-09-01 06:12:58,5.1,16.6,232.74995,19.86,T,,,0.2,Tidak Hujan
11285,2020-09-01 00:00:00,33.6,23.5,40.2,28.5,2020-09-01 17:59:18,2020-09-02 06:12:29,7.3,17.6,201.00323,15.75,T,,,2.3000002,Hujan Ringan
11286,2020-09-02 00:00:00,30.4,23.4,36.3,28.3,2020-09-02 17:59:08,2020-09-03 06:12:00,11.2,30.6,180.84747,10.27,T,,,23.9,Hujan Sedang
11287,2020-09-03 00:00:00,31.5,23.9,37.1,29.1,2020-09-03 17:58:57,2020-09-04 06:11:31,8.0,20.9,181.8656,12.79,T,,,0.9,Hujan Ringan
11288,2020-09-04 00:00:00,32.6,24.2,38.8,29.7,2020-09-04 17:58:46,2020-09-05 06:11:01,6.6,20.2,222.0113,17.27,T,,,11.5,Hujan Sedang
11289,2020-09-05 00:00:00,30.3,24.5,37.0,30.1,2020-09-05 17:58:35,2020-09-06 06:10:32,3.6,21.2,144.46227,14.97,T,,,7.3999996,Hujan Ringan
11290,2020-09-06 00:00:00,32.1,23.6,39.2,28.2,2020-09-06 17:58:24,2020-09-07 06:10:03,13.1,24.1,167.35179,13.29,T,,,21.7,Hujan Sedang
11291,2020-09-07 00:00:00,29.5,22.6,36.2,26.7,2020-09-07 17:58:13,2020-09-08 06:09:33,13.9,32.0,183.05432,10.58,T,,,11.8,Hujan Sedang
11292,2020-09-08 00:00:00,31.9,23.1,36.5,28.0,2020-09-08 17:58:02,2020-09-09 06:09:04,10.2,22.0,174.23747,10.34,T,,,103.6,Hujan Sangat Lebat
11293,2020-09-09 00:00:00,29.7,21.9,37.1,26.3,2020-09-09 17:57:52,2020-09-10 06:08:35,7.2,20.2,237.81738,11.01,T,,,10.200001,Hujan Sedang
11294,2020-09-10 00:00:00,33.2,23.7,40.1,29.2,2020-09-10 17:57:41,2020-09-11 06:08:06,6.5,18.4,276.34012,19.33,T,,,0.0,Tidak Hujan
11295,2020-09-11 00:00:00,33.4,25.8,40.0,31.5,2020-09-11 17:57:30,2020-09-12 06:07:36,8.4,18.0,190.08054,13.97,T,,,1.8000002,Hujan Ringan
11296,2020-09-12 00:00:00,32.0,24.2,38.6,29.1,2020-09-12 17:57:19,2020-09-13 06:07:06,7.1,17.6,203.70695,10.43,T,,,37.300003,Hujan Lebat
11297,2020-09-13 00:00:00,33.5,24.2,40.8,30.0,2020-09-13 17:57:07,2020-09-14 06:06:36,8.5,22.0,173.30879,13.94,T,,,9.8,Hujan Sedang
11298,2020-09-14 00:00:00,29.5,23.8,36.6,28.5,2020-09-14 17:56:55,2020-09-15 06:06:05,6.8,23.0,160.41919,9.33,T,,,26.199999,Hujan Sedang
11299,2020-09-15 00:00:00,31.3,24.5,38.2,30.0,2020-09-15 17:56:43,2020-09-16 06:05:34,9.4,24.5,200.32324,9.26,T,,,17.1,Hujan Sedang
11300,2020-09-16 00:00:00,28.9,23.2,35.5,27.6,2020-09-16 17:56:30,2020-09-17 06:05:03,9.2,24.5,180.96016,11.02,T,,,45.699997,Hujan Lebat
11301,2020-09-17 00:00:00,30.9,23.6,36.6,28.4,2020-09-17 17:56:18,2020-09-18 06:04:31,6.5,25.9,193.48466,11.61,T,,,5.7000003,Hujan Ringan
11302,2020-09-18 00:00:00,28.8,23.6,36.1,28.4,2020-09-18 17:56:05,2020-09-19 06:04:00,8.3,22.3,185.85078,11.35,T,,,19.599998,Hujan Sedang
11303,2020-09-19 00:00:00,29.7,23.9,35.0,28.8,2020-09-19 17:55:53,2020-09-20 06:03:28,9.8,24.5,188.63235,11.66,T,,,14.899999,Hujan Sedang
11304,2020-09-20 00:00:00,30.9,23.8,38.8,29.4,2020-09-20 17:55:40,2020-09-21 06:02:57,7.7,20.2,247.87358,13.85,T,,,14.499999,Hujan Sedang
11305,2020-09-21 00:00:00,30.9,24.6,36.4,29.9,2020-09-21 17:55:28,2020-09-22 06:02:26,9.2,21.6,187.85324,7.77,T,,,52.0,Hujan Sangat Lebat
11306,2020-09-22 00:00:00,28.8,24.0,35.6,29.4,2020-09-22 17:55:16,2020-09-23 06:01:55,8.8,21.6,199.29018,10.27,T,,,19.999998,Hujan Sedang
11307,2020-09-23 00:00:00,30.9,23.9,38.1,28.9,2020-09-23 17:55:04,2020-09-24 06:01:24,11.2,19.4,190.04932,10.89,T,,,37.399998,Hujan Lebat
11308,2020-09-24 00:00:00,28.5,24.4,35.0,29.7,2020-09-24 17:54:52,2020-09-25 06:00:53,8.3,17.3,177.6409,4.9,T,,,12.299998,Hujan Sedang
11309,2020-09-25 00:00:00,28.6,23.2,35.8,28.2,2020-09-25 17:54:41,2020-09-26 06:00:23,10.1,22.0,169.57718,7.05,T,,,50.899994,Hujan Sangat Lebat
11310,2020-09-26 00:00:00,27.5,23.5,33.7,28.9,2020-09-26 17:54:30,2020-09-27 05:59:53,9.7,23.4,186.8535,5.03,T,,,108.50001,Hujan Sangat Lebat
11311,2020-09-27 00:00:00,29.2,23.4,35.4,28.4,2020-09-27 17:54:19,2020-09-28 05:59:24,5.4,16.6,159.07545,8.06,T,,,21.699999,Hujan Sedang
11312,2020-09-28 00:00:00,31.0,23.6,37.5,29.0,2020-09-28 17:54:09,2020-09-29 05:58:56,4.6,18.0,208.92632,10.91,T,,,26.3,Hujan Sedang
11313,2020-09-29 00:00:00,28.3,23.1,35.4,28.2,2020-09-29 17:54:00,2020-09-30 05:58:28,9.2,16.9,180.58463,8.01,T,,,18.3,Hujan Sedang
11314,2020-09-30 00:00:00,27.5,23.2,32.9,28.0,2020-09-30 17:53:50,2020-10-01 05:58:00,10.5,25.6,189.41821,7.27,T,,,14.000001,Hujan Sedang
11315,2020-10-01 00:00:00,31.0,24.2,37.6,29.5,2020-10-01 17:53:41,2020-10-02 05:57:32,8.3,20.2,184.08554,13.07,T,,,8.2,Hujan Ringan
11316,2020-10-02 00:00:00,30.6,23.8,37.4,29.3,2020-10-02 17:53:32,2020-10-03 05:57:05,9.5,24.8,190.37575,8.4,T,,,14.000004,Hujan Sedang
11317,2020-10-03 00:00:00,26.8,23.2,33.8,28.1,2020-10-03 17:53:23,2020-10-04 05:56:37,9.4,24.1,186.48293,4.73,T,,,43.9,Hujan Lebat
11318,2020-10-04 00:00:00,27.4,23.0,34.0,27.6,2020-10-04 17:53:14,2020-10-05 05:56:10,8.7,26.6,182.6195,3.83,T,,,15.700001,Hujan Sedang
11319,2020-10-05 00:00:00,27.3,23.1,33.9,27.6,2020-10-05 17:53:05,2020-10-06 05:55:43,5.9,16.9,198.3211,5.25,T,,,32.0,Hujan Lebat
11320,2020-10-06 00:00:00,29.9,22.7,37.7,27.5,2020-10-06 17:52:57,2020-10-07 05:55:16,6.9,18.0,235.38396,12.51,T,,,5.2999997,Hujan Ringan
11321,2020-10-07 00:00:00,31.1,24.4,38.7,30.3,2020-10-07 17:52:49,2020-10-08 05:54:49,11.1,16.9,199.39789,5.76,T,,,19.6,Hujan Sedang
11322,2020-10-08 00:00:00,29.9,22.7,36.8,26.9,2020-10-08 17:52:41,2020-10-09 05:54:22,10.6,19.1,196.00108,8.77,T,,,107.4,Hujan Sangat Lebat
11323,2020-10-09 00:00:00,31.7,23.6,38.4,28.8,2020-10-09 17:52:33,2020-10-10 05:53:56,6.6,16.2,223.12823,15.36,T,,,1.2,Hujan Ringan
11324,2020-10-10 00:00:00,32.1,23.4,38.7,28.6,2020-10-10 17:52:26,2020-10-11 05:53:31,6.9,22.3,331.32693,15.62,T,,,4.0,Hujan Ringan
11325,2020-10-11 00:00:00,34.1,24.0,40.8,28.7,2020-10-11 17:52:19,2020-10-12 05:53:06,10.8,21.2,182.26045,12.65,T,,,6.4999995,Hujan Ringan
11326,2020-10-12 00:00:00,29.1,23.6,34.8,29.0,2020-10-12 17:52:13,2020-10-13 05:52:41,12.0,31.7,182.67929,11.08,T,,,8.6,Hujan Sedang
11327,2020-10-13 00:00:00,29.3,23.8,37.4,29.2,2020-10-13 17:52:07,2020-10-14 05:52:18,11.3,30.6,192.04257,9.53,T,,,102.299995,Hujan Sangat Lebat
11328,2020-10-14 00:00:00,30.2,23.0,36.5,27.4,2020-10-14 17:52:02,2020-10-15 05:51:54,12.3,24.5,213.09172,9.31,T,,,37.2,Hujan Lebat
11329,2020-10-15 00:00:00,33.8,23.7,41.6,28.8,2020-10-15 17:51:57,2020-10-16 05:51:32,5.4,19.4,206.565,18.31,T,,,2.1,Hujan Ringan
11330,2020-10-16 00:00:00,32.5,24.5,40.9,30.1,2020-10-16 17:51:54,2020-10-17 05:51:11,5.3,23.8,123.69008,14.07,T,,,4.9,Hujan Ringan
11331,2020-10-17 00:00:00,29.8,23.4,36.5,27.9,2020-10-17 17:51:51,2020-10-18 05:50:50,6.5,18.0,144.0714,9.06,T,,,4.4999995,Hujan Ringan
11332,2020-10-18 00:00:00,31.3,24.1,37.8,28.6,2020-10-18 17:51:48,2020-10-19 05:50:30,10.8,24.1,174.91512,12.04,T,,,3.2,Hujan Ringan
11333,2020-10-19 00:00:00,32.7,23.5,39.8,27.4,2020-10-19 17:51:47,2020-10-20 05:50:12,13.9,23.4,195.19183,10.74,T,,,14.099999,Hujan Sedang
11334,2020-10-20 00:00:00,31.3,22.7,38.8,26.8,2020-10-20 17:51:46,2020-10-21 05:49:54,9.7,22.7,202.6519,10.39,T,,,7.8999996,Hujan Ringan
11335,2020-10-21 00:00:00,33.6,24.6,41.7,29.8,2020-10-21 17:51:46,2020-10-22 05:49:37,7.2,20.2,229.78706,18.03,T,,,6.299999,Hujan Ringan
11336,2020-10-22 00:00:00,31.8,23.9,38.7,29.2,2020-10-22 17:51:46,2020-10-23 05:49:20,5.8,22.7,45.000336,9.11,T,,,61.4,Hujan Sangat Lebat
11337,2020-10-23 00:00:00,30.2,24.6,38.7,30.7,2020-10-23 17:51:47,2020-10-24 05:49:04,8.2,17.6,191.37918,7.68,T,,,9.6,Hujan Sedang
11338,2020-10-24 00:00:00,27.7,24.0,34.3,28.7,2020-10-24 17:51:48,2020-10-25 05:48:48,8.8,21.6,191.91118,7.06,T,,,81.9,Hujan Sangat Lebat
11339,2020-10-25 00:00:00,30.7,22.9,36.6,27.2,2020-10-25 17:51:50,2020-10-26 05:48:33,11.2,25.2,205.09409,11.37,T,,,6.8,Hujan Ringan
11340,2020-10-26 00:00:00,32.5,23.6,38.8,28.9,2020-10-26 17:51:53,2020-10-27 05:48:19,7.6,20.9,226.29597,17.58,T,,,0.4,Hujan Ringan
11341,2020-10-27 00:00:00,32.6,24.1,39.6,29.8,2020-10-27 17:51:56,2020-10-28 05:48:05,6.3,16.2,261.28864,14.04,T,,,4.3,Hujan Ringan
11342,2020-10-28 00:00:00,31.5,23.6,38.6,28.3,2020-10-28 17:51:59,2020-10-29 05:47:52,8.2,21.2,182.47969,9.42,T,,,16.900002,Hujan Sedang
11343,2020-10-29 00:00:00,31.3,21.5,37.7,24.8,2020-10-29 17:52:03,2020-10-30 05:47:40,8.0,24.1,201.01804,11.36,T,,,9.800001,Hujan Sedang
11344,2020-10-30 00:00:00,32.9,23.9,39.6,28.8,2020-10-30 17:52:08,2020-10-31 05:47:28,9.4,29.5,191.35011,18.55,T,,,3.6999998,Hujan Ringan
11345,2020-10-31 00:00:00,32.2,23.8,39.0,29.2,2020-10-31 17:52:14,2020-11-01 05:47:18,8.6,27.0,188.08255,14.25,T,,,13.799999,Hujan Sedang
11346,2020-11-01 00:00:00,28.5,23.8,35.3,28.2,2020-11-01 17:52:20,2020-11-02 05:47:08,7.8,25.6,181.34785,9.17,T,,,24.899998,Hujan Sedang
11347,2020-11-02 00:00:00,31.6,23.9,39.2,28.8,2020-11-02 17:52:27,2020-11-03 05:46:59,9.7,27.4,197.51233,17.6,T,,,7.3,Hujan Ringan
11348,2020-11-03 00:00:00,33.0,23.8,39.8,28.5,2020-11-03 17:52:35,2020-11-04 05:46:51,9.2,27.0,197.4009,18.48,T,,,8.0,Hujan Ringan
11349,2020-11-04 00:00:00,32.0,24.2,39.1,29.0,2020-11-04 17:52:43,2020-11-05 05:46:44,9.0,24.8,195.96648,20.71,T,,,0.3,Hujan Ringan
11350,2020-11-05 00:00:00,33.9,25.4,40.3,30.7,2020-11-05 17:52:52,2020-11-06 05:46:38,6.4,19.8,205.82776,17.96,T,,,0.8000001,Hujan Ringan
11351,2020-11-06 00:00:00,31.7,23.4,38.5,28.3,2020-11-06 17:53:02,2020-11-07 05:46:34,6.5,22.7,199.27756,10.43,T,,,9.099999,Hujan Sedang
11352,2020-11-07 00:00:00,29.3,24.1,36.0,29.5,2020-11-07 17:53:13,2020-11-08 05:46:30,5.5,17.6,212.86865,8.81,T,,,5.6999993,Hujan Ringan
11353,2020-11-08 00:00:00,31.4,24.4,37.7,30.0,2020-11-08 17:53:24,2020-11-09 05:46:27,5.9,18.0,207.46011,13.09,T,,,2.1,Hujan Ringan
11354,2020-11-09 00:00:00,30.5,24.4,37.5,29.3,2020-11-09 17:53:37,2020-11-10 05:46:25,6.2,17.6,196.92761,9.59,T,,,7.9,Hujan Ringan
11355,2020-11-10 00:00:00,29.6,23.4,36.1,28.7,2020-11-10 17:53:50,2020-11-11 05:46:25,7.2,23.0,185.31978,5.45,T,,,27.6,Hujan Sedang
11356,2020-11-11 00:00:00,26.9,23.1,33.1,27.7,2020-11-11 17:54:04,2020-11-12 05:46:25,9.9,22.0,191.3964,4.53,T,,,30.3,Hujan Lebat
11357,2020-11-12 00:00:00,26.8,23.3,32.1,28.0,2020-11-12 17:54:19,2020-11-13 05:46:27,10.1,28.1,201.18748,7.56,T,,,11.800004,Hujan Sedang
11358,2020-11-13 00:00:00,28.6,23.8,35.4,28.5,2020-11-13 17:54:35,2020-11-14 05:46:29,9.2,18.7,196.56734,10.26,T,,,6.7,Hujan Ringan
11359,2020-11-14 00:00:00,31.9,23.4,38.2,27.4,2020-11-14 17:54:52,2020-11-15 05:46:33,11.3,25.6,188.03156,9.24,T,,,28.300001,Hujan Lebat
11360,2020-11-15 00:00:00,30.0,23.6,35.6,27.9,2020-11-15 17:55:09,2020-11-16 05:46:37,11.0,28.4,201.2585,12.99,T,,,2.3999999,Hujan Ringan
11361,2020-11-16 00:00:00,30.7,23.7,36.1,28.5,2020-11-16 17:55:27,2020-11-17 05:46:43,11.3,29.2,193.9985,14.37,T,,,11.3,Hujan Sedang
11362,2020-11-17 00:00:00,32.4,23.6,38.6,28.1,2020-11-17 17:55:46,2020-11-18 05:46:49,9.8,26.3,187.04567,14.8,T,,,14.900002,Hujan Sedang
11363,2020-11-18 00:00:00,29.6,23.8,34.0,29.1,2020-11-18 17:56:06,2020-11-19 05:46:56,7.9,23.8,192.70271,8.32,T,,,3.2000003,Hujan Ringan
11364,2020-11-19 00:00:00,28.1,23.2,34.3,28.2,2020-11-19 17:56:26,2020-11-20 05:47:04,6.4,22.7,215.21765,7.88,T,,,10.0,Hujan Sedang
11365,2020-11-20 00:00:00,29.6,23.9,36.6,28.7,2020-11-20 17:56:46,2020-11-21 05:47:13,7.2,24.8,181.7183,6.65,T,,,83.8,Hujan Sangat Lebat
11366,2020-11-21 00:00:00,27.1,23.3,32.4,27.3,2020-11-21 17:57:07,2020-11-22 05:47:22,9.1,19.4,183.61963,4.68,T,,,107.5,Hujan Sangat Lebat
11367,2020-11-22 00:00:00,29.8,24.0,36.5,29.0,2020-11-22 17:57:29,2020-11-23 05:47:33,7.3,25.2,204.33539,12.7,T,,,3.8,Hujan Ringan
11368,2020-11-23 00:00:00,32.6,23.7,39.2,28.9,2020-11-23 17:57:51,2020-11-24 05:47:44,6.2,16.9,259.21567,14.16,T,,,15.900001,Hujan Sedang
11369,2020-11-24 00:00:00,31.5,23.7,38.0,29.3,2020-11-24 17:58:14,2020-11-25 05:47:56,6.2,16.6,197.47478,11.25,T,,,13.799999,Hujan Sedang
11370,2020-11-25 00:00:00,31.1,23.6,37.6,28.4,2020-11-25 17:58:37,2020-11-26 05:48:09,17.9,36.0,170.77618,9.19,T,,,9.7,Hujan Sedang
11371,2020-11-26 00:00:00,30.0,23.7,36.7,28.4,2020-11-26 17:59:00,2020-11-27 05:48:23,14.8,36.0,192.47397,11.62,T,,,1.1,Hujan Ringan
11372,2020-11-27 00:00:00,29.2,24.1,36.2,29.0,2020-11-27 17:59:24,2020-11-28 05:48:37,10.9,29.2,207.67581,10.62,T,,,7.5000005,Hujan Ringan
11373,2020-11-28 00:00:00,29.1,23.2,35.7,27.9,2020-11-28 17:59:48,2020-11-29 05:48:52,9.7,23.4,199.07518,13.34,T,,,10.300002,Hujan Sedang
11374,2020-11-29 00:00:00,31.7,23.5,38.6,28.8,2020-11-29 18:00:12,2020-11-30 05:49:08,5.9,16.9,194.31108,15.03,T,,,0.2,Tidak Hujan
11375,2020-11-30 00:00:00,33.0,24.0,40.3,29.1,2020-11-30 18:00:37,2020-12-01 05:49:25,8.0,21.2,203.0704,14.69,T,,,8.9,Hujan Sedang
11376,2020-12-01 00:00:00,30.8,24.0,36.6,28.3,2020-12-01 18:01:04,2020-12-02 05:49:43,12.5,26.3,186.74304,10.65,T,,,7.9,Hujan Ringan
11377,2020-12-02 00:00:00,32.7,23.8,39.4,29.1,2020-12-02 18:01:31,2020-12-03 05:50:03,10.1,28.4,194.45677,12.66,T,,,20.0,Hujan Sedang
11378,2020-12-03 00:00:00,30.0,23.3,36.2,28.4,2020-12-03 18:01:59,2020-12-04 05:50:23,10.2,24.8,189.50017,8.0,T,,,31.499998,Hujan Lebat
11379,2020-12-04 00:00:00,28.9,23.7,37.3,29.2,2020-12-04 18:02:27,2020-12-05 05:50:45,8.7,18.0,228.69147,6.9,T,,,12.000001,Hujan Sedang
11380,2020-12-05 00:00:00,31.0,24.0,37.8,29.4,2020-12-05 18:02:56,2020-12-06 05:51:07,6.9,20.2,174.68558,8.51,T,,,12.3,Hujan Sedang
11381,2020-12-06 00:00:00,29.4,23.4,36.6,28.6,2020-12-06 18:03:26,2020-12-07 05:51:30,8.0,18.4,159.76166,9.64,T,,,31.699999,Hujan Lebat
11382,2020-12-07 00:00:00,30.9,23.2,37.1,28.1,2020-12-07 18:03:55,2020-12-08 05:51:54,5.4,15.5,170.90977,9.69,T,,,31.1,Hujan Lebat
11383,2020-12-08 00:00:00,29.6,23.8,36.9,28.9,2020-12-08 18:04:25,2020-12-09 05:52:19,8.1,20.9,179.18156,9.76,T,,,30.099998,Hujan Lebat
11384,2020-12-09 00:00:00,31.1,23.3,37.2,27.8,2020-12-09 18:04:56,2020-12-10 05:52:44,7.6,18.7,166.73155,10.59,T,,,7.6999993,Hujan Ringan
11385,2020-12-10 00:00:00,30.4,23.6,36.7,28.1,2020-12-10 18:05:26,2020-12-11 05:53:10,6.9,14.4,179.66882,9.21,T,,,15.8,Hujan Sedang
11386,2020-12-11 00:00:00,30.3,23.6,37.2,28.8,2020-12-11 18:05:57,2020-12-12 05:53:36,6.9,15.1,202.96379,11.35,T,,,10.5,Hujan Sedang
11387,2020-12-12 00:00:00,33.6,22.7,40.5,27.5,2020-12-12 18:06:27,2020-12-13 05:54:03,5.5,18.4,199.62236,13.4,T,,,7.3000007,Hujan Ringan
11388,2020-12-13 00:00:00,31.4,23.7,38.2,28.8,2020-12-13 18:06:58,2020-12-14 05:54:29,7.3,18.0,224.99986,11.3,T,,,1.8000002,Hujan Ringan
11389,2020-12-14 00:00:00,32.0,23.5,39.8,28.7,2020-12-14 18:07:28,2020-12-15 05:54:56,5.2,17.6,149.33116,13.06,T,,,6.199999,Hujan Ringan
11390,2020-12-15 00:00:00,31.5,23.1,39.5,27.9,2020-12-15 18:07:58,2020-12-16 05:55:24,6.2,20.2,204.46977,13.93,T,,,3.1000001,Hujan Ringan
11391,2020-12-16 00:00:00,32.1,22.9,38.2,27.5,2020-12-16 18:08:27,2020-12-17 05:55:51,11.5,24.1,179.7135,14.87,T,,,2.3000002,Hujan Ringan
11392,2020-12-17 00:00:00,32.6,23.5,38.4,28.6,2020-12-17 18:08:56,2020-12-18 05:56:18,9.4,25.2,193.06155,16.35,T,,,3.8,Hujan Ringan
11393,2020-12-18 00:00:00,31.6,23.4,38.8,28.6,2020-12-18 18:09:25,2020-12-19 05:56:45,5.8,20.5,169.08214,9.02,T,,,95.2,Hujan Sangat Lebat
11394,2020-12-19 00:00:00,31.4,23.2,38.5,28.5,2020-12-19 18:09:53,2020-12-20 05:57:12,10.1,24.8,211.13889,13.46,T,,,0.3,Hujan Ringan
11395,2020-12-20 00:00:00,34.4,23.6,42.5,28.3,2020-12-20 18:10:21,2020-12-21 05:57:40,12.0,20.9,199.9355,11.89,T,,,29.200003,Hujan Lebat
11396,2020-12-21 00:00:00,30.8,23.4,37.7,27.6,2020-12-21 18:10:50,2020-12-22 05:58:09,10.9,24.1,180.9946,14.26,T,,,1.6000001,Hujan Ringan
11397,2020-12-22 00:00:00,34.2,23.8,43.1,29.2,2020-12-22 18:11:19,2020-12-23 05:58:39,4.7,20.2,184.43642,12.97,T,,,3.4,Hujan Ringan
11398,2020-12-23 00:00:00,31.4,24.7,37.8,30.3,2020-12-23 18:11:48,2020-12-24 05:59:09,8.7,19.8,176.1726,10.49,T,,,2.8999996,Hujan Ringan
11399,2020-12-24 00:00:00,31.0,23.9,37.8,28.9,2020-12-24 18:12:17,2020-12-25 05:59:39,6.2,19.4,189.19653,8.52,T,,,14.500001,Hujan Sedang
11400,2020-12-25 00:00:00,31.1,23.5,37.4,28.4,2020-12-25 18:12:47,2020-12-26 06:00:10,10.2,26.3,189.58287,12.3,T,,,7.9,Hujan Ringan
