Id,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions
3538,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284
6197,MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,30,221
912,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294
7363,VOLKSWAGEN,Golf,COMPACT,1.4,4,M6,X,8.4,6.6,7.6,37,177
4153,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278
1924,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,AS6,Z,9.2,6.8,8.1,35,186
2235,AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232
5057,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
4775,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.6,29,225
2935,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,357
1770,LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,12.2,8.7,10.6,27,244
3908,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,27,249
5833,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
5126,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,A7,Z,22.2,18.0,20.3,14,473
3075,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.0,11.2,13.3,21,313
6271,NISSAN,Altima AWD SR/Platinum,MID-SIZE,2.5,4,AV,X,9.3,6.7,8.1,35,190
647,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,285
1237,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.1,8.4,9.9,29,228
2913,LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,22,289
5563,BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,11.0,7.7,9.5,30,222
4612,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,6.8,8.1,35,190
1142,AUDI,S8,MID-SIZE,4.0,8,AS8,Z,14.6,8.8,11.9,24,281
4608,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.2,6.8,8.1,35,190
2233,AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232
2713,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.7,6.4,44,150
1908,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,AS6,Z,9.2,6.8,8.1,35,186
7026,JEEP,Wrangler 4X4,SUV - SMALL,2.0,4,A8,X,10.7,9.8,10.3,27,241
755,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11.0,13.5,21,310
4016,MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.8,7.5,8.2,34,192
4431,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,X,10.1,7.8,9.1,31,209
3042,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201
208,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290
3803,HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8.0,35,188
4061,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22,305
5993,JEEP,Cherokee,SUV - SMALL,2.4,4,A9,X,10.8,7.6,9.3,30,219
3899,JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
7202,MINI,Cooper Countryman ALL4,MID-SIZE,1.5,3,AS8,Z,9.8,7.1,8.6,33,200
3686,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321
1076,ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,11.9,7.7,10.0,28,230
7032,JEEP,Wrangler Unlimited 4X4 EcoDiesel,SUV - SMALL,3.0,6,A8,D,10.6,8.1,9.5,30,255
364,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,299
1920,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,AS6,Z,9.2,6.8,8.1,35,186
1971,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,34,191
1410,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,308
4842,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
7282,RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294
3637,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.9,10.0,12.1,23,284
3881,JAGUAR,XJR  LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313
3860,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,355
2419,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36,184
5519,BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.8,32,207
3560,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
1167,BMW,328i SEDAN,COMPACT,2.0,4,M6,Z,10.7,6.9,9.0,31,207
985,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,A5,X,14.3,11.2,12.9,22,297
3552,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,38,174
1852,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.3,10.8,13.3,21,306
225,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11,411
4811,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253
4108,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M6,Z,10.6,7.4,9.1,31,214
6065,LAND ROVER,Range Rover Evoque Convertible,SUV - SMALL,2.0,4,AS9,Z,11.2,8.2,9.8,29,231
5408,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371
3027,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,AS6,Z,9.4,7.0,8.3,34,195
6945,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205
5323,PORSCHE,PANAMERA 4 ST,FULL-SIZE,3.0,6,AM8,Z,11.5,9.0,10.4,27,242
4639,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
2018,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
5967,JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Z,10.7,8.8,9.9,29,227
5624,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286
5308,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.3,20,334
2784,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Z,12.5,8.7,10.8,26,254
2156,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4,M6,D,7.8,5.2,6.5,43,178
901,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,18.0,11.9,15.2,19,358
1264,BUICK,REGAL AWD,MID-SIZE,2.0,4,AS6,Z,12.4,8.7,10.7,26,246
5907,HONDA,Fit,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174
7020,JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
2211,ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
2517,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229
1936,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33,198
671,LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
2212,ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,365
4,ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
4512,BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194
4360,VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2.0,4,AS8,Z,11.8,8.5,10.3,27,241
4385,ALFA ROMEO,GIULIA AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217
4241,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294
5856,GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.0,16.1,19.4,15,323
5495,AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,12.6,9.4,11.1,25,260
3907,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.3,9.3,30,219
786,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
3247,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,335
6684,CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.8,19,349
5059,LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,22,289
2789,JAGUAR,XJL 3.0 AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.1,9.3,11.9,24,279
2922,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22,298
6477,VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225
4264,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,10.0,7.5,8.9,32,208
5926,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,AM7,X,9.7,7.4,8.6,33,205
4157,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.9,15.4,18,362
5802,FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,227
2689,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18.0,16,300
1915,MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,212
2868,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,11.4,8.3,10.0,28,231
54,AUDI,RS 5 CABRIOLET,SUBCOMPACT,4.2,8,A7,Z,15.2,11.3,13.4,21,308
555,JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285
4950,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,41,186
1760,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,29,221
5560,BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,13.5,9.2,11.6,24,270
3090,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.7,9.0,11.0,26,258
1230,BMW,M6 COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,338
4402,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.0,8.7,32,203
3976,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,26,258
6666,CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,20,333
3243,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.4,11.4,11.9,24,279
4835,GMC,TERRAIN,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,198
4208,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.9,8.5,9.9,29,231
1856,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.6,10.0,12.0,24,324
6730,CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337
3382,BMW,320i,COMPACT,2.0,4,AS8,Z,10.0,6.5,8.4,34,200
3979,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,13.0,15.8,18,372
3423,BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
4394,AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,X,9.7,7.5,8.7,32,205
2234,AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.4,6.2,7.8,36,213
5020,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,9.5,7.8,8.7,32,206
2722,HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,12.4,8.8,10.8,26,253
2624,FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,5.4,5.7,5.5,51,130
518,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,11.4,8.6,10.1,28,232
4686,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221
6118,MASERATI,Quattroporte S,FULL-SIZE,3.0,6,AS8,Z,15.1,10.3,12.8,22,299
6513,ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
2566,FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.6,9.8,11.9,24,278
4729,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.2,14.0,17.4,16,288
281,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
2951,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.4,8.0,35,189
2758,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,10.6,8.4,9.6,29,226
2901,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.4,9.6,12.3,23,286
4896,HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,M6,X,10.7,8.1,9.6,29,226
293,DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29,225
2460,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.0,6.8,8.0,35,187
4991,JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,21,312
2174,VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4,AM6,D,7.8,5.6,6.9,41,185
4397,AUDI,A4 QUATTRO,COMPACT,2.0,4,AM7,Z,10.0,7.0,8.7,32,203
1135,AUDI,S4,COMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,253
4249,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390
4454,BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.7,7.3,9.1,31,214
5107,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.6,7.0,8.4,34,198
4532,CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Z,13.0,9.1,11.2,25,263
5476,ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8,20,324
4874,HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181
2677,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214
2572,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.4,8.4,10.0,28,236
6443,TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109
1649,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16,290
1020,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200
1839,MERCEDES-BENZ,CLA 45 AMG,COMPACT,2.0,4,AS7,Z,10.2,7.7,9.1,31,209
7112,LINCOLN,Aviator,SUV - STANDARD,3.0,6,AS10,X,13.7,9.7,11.9,24,280
693,MASERATI,GHIBLI AWD,MID-SIZE,3.0,6,AS8,Z,15.2,9.6,12.7,22,292
622,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,A6,X,10.5,7.5,9.2,31,212
5244,NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,8.8,7.3,8.1,35,191
7167,MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.9,9.7,12.0,24,282
6208,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,28,234
2114,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.8,59,110
629,KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205
4959,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235
367,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,12.5,23,288
5203,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,M6,Z,11.4,7.6,9.7,29,228
6022,KIA,Cadenza,FULL-SIZE,3.3,6,AS8,X,11.6,8.5,10.2,28,238
1399,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,264
6406,SUBARU,Forester AWD,SUV - SMALL,2.5,4,AV7,X,9.0,7.2,8.2,34,192
3024,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.4,6.0,7.3,39,172
5834,GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22,306
228,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.2,20.5,25.8,11,413
554,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
2320,BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.6,7.7,9.9,29,232
1000,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.2,10.3,12.4,23,285
3096,NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.5,7.6,37,179
2503,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
7300,SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174
3025,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.7,6.6,7.7,37,181
5835,GMC,Acadia,SUV - STANDARD,2.5,4,A6,X,11.1,9.2,10.2,28,237
7331,TOYOTA,Corolla XSE,COMPACT,2.0,4,AV10,X,7.7,6.1,7.0,40,164
4415,AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16.0,9.5,13.1,22,304
4960,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235
3038,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,10.0,7.0,8.7,32,203
6408,SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,10.1,7.5,8.9,32,209
7199,MINI,Cooper 5 Door,SUBCOMPACT,1.5,3,AM7,Z,8.3,6.4,7.5,38,174
5304,PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.5,10.4,12.6,22,296
6461,TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173
5601,CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,AS9,Z,10.9,8.2,9.7,29,227
6027,KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
836,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.1,11.0,26,253
1428,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23,278
3743,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,263
2781,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.5,8.7,10.8,26,254
5479,ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,A8,Z,12.7,9.4,11.2,25,264
5579,BUICK,Encore (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,X,8.9,7.5,8.3,34,194
1005,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.8,10.6,11.8,24,271
2530,DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,201
4744,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.7,15.8,18,263
826,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.6,7.3,8.6,33,198
5711,DODGE,Charger FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
5696,CHRYSLER,Pacifica,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,259
12,ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,193
1251,BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,M6,Z,12.7,9.0,11.0,26,253
1569,HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,4.7,5.3,5.0,56,115
4288,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163
6158,MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8,A9,Z,13.9,9.2,11.8,24,277
4416,AUDI,R8 QUATTRO,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19,338
2626,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,10.6,7.6,9.2,31,217
996,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.4,8.1,9.4,30,216
4585,CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.6,19,245
6515,ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217
5894,HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
6311,PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.7,9.0,11.0,26,258
5047,LEXUS,LC 500,SUBCOMPACT,5.0,8,AS10,Z,14.7,9.2,12.2,23,286
1463,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.2,10.3,12.5,23,288
4452,BMW,340i xDRIVE,COMPACT,3.0,6,M6,Z,12.2,8.4,10.5,27,245
6302,NISSAN,Versa,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164
6931,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,8.2,34,193
1423,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18,250
3051,MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.8,7.6,8.8,32,204
6069,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.5,5.2,5.3,53,124
6709,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275
4118,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.2,7.3,8.9,32,210
5109,MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4,AS6,X,10.0,7.5,8.9,32,208
4233,PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,285
4372,ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.6,9.0,11.0,26,259
5564,BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.8,8.0,9.6,29,223
1702,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,308
5100,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,182
1182,BMW,428i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,10.6,7.2,9.1,31,209
870,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,8.6,10.7,26,246
5889,HONDA,Civic Coupe,COMPACT,2.0,4,AV,X,7.8,6.1,7.1,40,164
5535,BMW,M2 Competition,SUBCOMPACT,3.0,6,AM7,Z,14.3,10.4,12.6,22,294
6738,CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305
0,ACURA,ILX,COMPACT,2.0,4,AS5,Z,9.9,6.7,8.5,33,196
7073,LAND ROVER,Range Rover SVAutobiography Dynamic,SUV - STANDARD,5.0,8,AS8,Z,17.1,12.6,15.1,19,354
5157,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,A9,Z,11.8,8.7,10.4,27,246
6363,PORSCHE,Macan S,SUV - SMALL,3.0,6,AM7,Z,12.9,10.2,11.7,24,272
6563,BENTLEY,Continental GT Convertible,SUBCOMPACT,4.0,8,AM8,Z,15.1,9.1,12.4,23,291
2486,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.9,8.1,35,190
1601,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,264
6276,NISSAN,Frontier 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317
4202,PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225
5249,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
6077,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
